episode,reward,episode_length,success,started_task,cumulative_success_rate,rolling_success_rate,cumulative_start_rate,rolling_start_rate
347,22.645000000000003,18,1,1,0.861671469740634,0.861671469740634,1.0,1.0
348,21.625000000000007,118,1,1,0.8620689655172413,0.8620689655172413,1.0,1.0
349,22.400000000000002,45,1,1,0.8624641833810889,0.8624641833810889,1.0,1.0
350,22.255000000000003,58,1,1,0.8628571428571429,0.8628571428571429,1.0,1.0
351,22.540000000000003,36,1,1,0.8632478632478633,0.8632478632478633,1.0,1.0
352,22.62,24,1,1,0.8636363636363636,0.8636363636363636,1.0,1.0
353,0.9600000000000128,200,0,1,0.8611898016997167,0.8611898016997167,1.0,1.0
354,22.065000000000012,107,1,1,0.8615819209039548,0.8615819209039548,1.0,1.0
355,21.21,154,1,1,0.8619718309859155,0.8619718309859155,1.0,1.0
356,22.180000000000003,58,1,1,0.8623595505617978,0.8623595505617978,1.0,1.0
357,23.470000000000002,38,1,1,0.8627450980392157,0.8627450980392157,1.0,1.0
358,22.200000000000014,89,1,1,0.8631284916201117,0.8631284916201117,1.0,1.0
359,22.245000000000005,46,1,1,0.8635097493036211,0.8635097493036211,1.0,1.0
360,22.655,35,1,1,0.8638888888888889,0.8638888888888889,1.0,1.0
361,22.35,31,1,1,0.8642659279778393,0.8642659279778393,1.0,1.0
362,22.22000000000001,63,1,1,0.8646408839779005,0.8646408839779005,1.0,1.0
363,22.06500000000001,107,1,1,0.8650137741046832,0.8650137741046832,1.0,1.0
364,23.23,19,1,1,0.8653846153846154,0.8653846153846154,1.0,1.0
365,21.880000000000003,68,1,1,0.8657534246575342,0.8657534246575342,1.0,1.0
366,22.495000000000005,44,1,1,0.8661202185792349,0.8661202185792349,1.0,1.0
367,22.050000000000004,51,1,1,0.8664850136239782,0.8664850136239782,1.0,1.0
368,0.2100000000000033,200,0,1,0.8641304347826086,0.8641304347826086,1.0,1.0
369,20.625000000000007,198,1,1,0.8644986449864499,0.8644986449864499,1.0,1.0
370,21.595,92,1,1,0.8648648648648649,0.8648648648648649,1.0,1.0
371,0.5500000000000085,200,0,1,0.862533692722372,0.862533692722372,1.0,1.0
372,22.605000000000004,40,1,1,0.8629032258064516,0.8629032258064516,1.0,1.0
373,0.08499999999999823,200,0,1,0.8605898123324397,0.8605898123324397,1.0,1.0
374,22.515000000000004,27,1,1,0.8609625668449198,0.8609625668449198,1.0,1.0
375,21.325000000000003,125,1,1,0.8613333333333333,0.8613333333333333,1.0,1.0
376,21.440000000000005,120,1,1,0.8617021276595744,0.8617021276595744,1.0,1.0
377,0.2700000000000038,200,0,1,0.8594164456233422,0.8594164456233422,1.0,1.0
378,21.680000000000007,124,1,1,0.8597883597883598,0.8597883597883598,1.0,1.0
379,22.520000000000003,34,1,1,0.8601583113456465,0.8601583113456465,1.0,1.0
380,22.430000000000007,64,1,1,0.8605263157894737,0.8605263157894737,1.0,1.0
381,0.5100000000000042,200,0,1,0.8582677165354331,0.8582677165354331,1.0,1.0
382,20.555,163,1,1,0.8586387434554974,0.8586387434554974,1.0,1.0
383,0.7300000000000055,200,0,1,0.856396866840731,0.856396866840731,1.0,1.0
384,21.955000000000002,66,1,1,0.8567708333333334,0.8567708333333334,1.0,1.0
385,0.6250000000000051,200,0,1,0.8545454545454545,0.8545454545454545,1.0,1.0
386,21.37,124,1,1,0.8549222797927462,0.8549222797927462,1.0,1.0
387,20.800000000000004,186,1,1,0.8552971576227391,0.8552971576227391,1.0,1.0
388,21.765000000000004,101,1,1,0.8556701030927835,0.8556701030927835,1.0,1.0
389,22.510000000000012,83,1,1,0.8560411311053985,0.8560411311053985,1.0,1.0
390,22.645000000000003,61,1,1,0.8564102564102564,0.8564102564102564,1.0,1.0
391,22.395000000000007,73,1,1,0.8567774936061381,0.8567774936061381,1.0,1.0
392,22.44,20,1,1,0.8571428571428571,0.8571428571428571,1.0,1.0
393,20.615,172,1,1,0.8575063613231552,0.8575063613231552,1.0,1.0
394,22.585000000000004,41,1,1,0.8578680203045685,0.8578680203045685,1.0,1.0
395,22.08000000000001,90,1,1,0.8582278481012658,0.8582278481012658,1.0,1.0
396,20.724999999999998,163,1,1,0.8585858585858586,0.8585858585858586,1.0,1.0
397,22.315000000000005,44,1,1,0.8589420654911839,0.8589420654911839,1.0,1.0
398,21.785000000000007,90,1,1,0.8592964824120602,0.8592964824120602,1.0,1.0
399,22.045,79,1,1,0.8596491228070176,0.8596491228070176,1.0,1.0
400,22.635,19,1,1,0.86,0.86,1.0,1.0
401,22.415000000000003,51,1,1,0.8603491271820449,0.8603491271820449,1.0,1.0
402,22.725,32,1,1,0.8606965174129353,0.8606965174129353,1.0,1.0
403,20.435000000000002,196,1,1,0.8610421836228288,0.8610421836228288,1.0,1.0
404,23.080000000000002,30,1,1,0.8613861386138614,0.8613861386138614,1.0,1.0
405,22.35000000000001,74,1,1,0.8617283950617284,0.8617283950617284,1.0,1.0
406,22.385000000000005,79,1,1,0.8620689655172413,0.8620689655172413,1.0,1.0
407,1.030000000000011,200,0,1,0.85995085995086,0.85995085995086,1.0,1.0
408,22.035000000000007,65,1,1,0.8602941176470589,0.8602941176470589,1.0,1.0
409,0.4600000000000004,200,0,1,0.8581907090464548,0.8581907090464548,1.0,1.0
410,22.490000000000002,40,1,1,0.8585365853658536,0.8585365853658536,1.0,1.0
411,21.795000000000012,132,1,1,0.8588807785888077,0.8588807785888077,1.0,1.0
412,21.400000000000006,153,1,1,0.8592233009708737,0.8592233009708737,1.0,1.0
413,0.11500000000000273,200,0,1,0.8571428571428571,0.8571428571428571,1.0,1.0
414,22.625000000000007,44,1,1,0.857487922705314,0.857487922705314,1.0,1.0
415,23.005000000000003,27,1,1,0.8578313253012049,0.8578313253012049,1.0,1.0
416,22.405,37,1,1,0.8581730769230769,0.8581730769230769,1.0,1.0
417,23.020000000000003,19,1,1,0.8585131894484412,0.8585131894484412,1.0,1.0
418,21.610000000000003,108,1,1,0.8588516746411483,0.8588516746411483,1.0,1.0
419,22.37,8,1,1,0.8591885441527446,0.8591885441527446,1.0,1.0
420,22.205000000000002,47,1,1,0.8595238095238096,0.8595238095238096,1.0,1.0
421,22.095000000000002,55,1,1,0.8598574821852731,0.8598574821852731,1.0,1.0
422,22.555000000000003,24,1,1,0.8601895734597157,0.8601895734597157,1.0,1.0
423,21.66000000000001,132,1,1,0.8605200945626478,0.8605200945626478,1.0,1.0
424,22.015,45,1,1,0.8608490566037735,0.8608490566037735,1.0,1.0
425,21.645000000000007,113,1,1,0.8611764705882353,0.8611764705882353,1.0,1.0
426,22.425,33,1,1,0.8615023474178404,0.8615023474178404,1.0,1.0
427,22.565000000000005,45,1,1,0.8618266978922716,0.8618266978922716,1.0,1.0
428,22.160000000000007,83,1,1,0.8621495327102804,0.8621495327102804,1.0,1.0
429,22.71500000000001,75,1,1,0.8624708624708625,0.8624708624708625,1.0,1.0
430,22.675000000000004,33,1,1,0.8627906976744186,0.8627906976744186,1.0,1.0
431,22.16,68,1,1,0.8631090487238979,0.8631090487238979,1.0,1.0
432,22.925000000000004,49,1,1,0.8634259259259259,0.8634259259259259,1.0,1.0
433,22.31000000000001,79,1,1,0.8637413394919169,0.8637413394919169,1.0,1.0
434,21.330000000000005,121,1,1,0.8640552995391705,0.8640552995391705,1.0,1.0
435,21.705000000000016,146,1,1,0.864367816091954,0.864367816091954,1.0,1.0
436,22.755000000000003,26,1,1,0.8646788990825688,0.8646788990825688,1.0,1.0
437,0.11500000000000478,200,0,1,0.8627002288329519,0.8627002288329519,1.0,1.0
438,22.23,46,1,1,0.863013698630137,0.863013698630137,1.0,1.0
439,22.835,19,1,1,0.8633257403189066,0.8633257403189066,1.0,1.0
440,21.245000000000005,140,1,1,0.8636363636363636,0.8636363636363636,1.0,1.0
441,20.575,181,1,1,0.8639455782312925,0.8639455782312925,1.0,1.0
442,22.055000000000003,61,1,1,0.8642533936651584,0.8642533936651584,1.0,1.0
443,22.245000000000005,31,1,1,0.8645598194130926,0.8645598194130926,1.0,1.0
444,22.260000000000005,51,1,1,0.8648648648648649,0.8648648648648649,1.0,1.0
445,21.98000000000001,86,1,1,0.8651685393258427,0.8651685393258427,1.0,1.0
446,22.090000000000003,43,1,1,0.8654708520179372,0.8654708520179372,1.0,1.0
447,22.325000000000003,41,1,1,0.8657718120805369,0.8657718120805369,1.0,1.0
448,22.55,14,1,1,0.8660714285714286,0.8660714285714286,1.0,1.0
449,20.94,166,1,1,0.8663697104677061,0.8663697104677061,1.0,1.0
450,22.35000000000001,70,1,1,0.8666666666666667,0.8666666666666667,1.0,1.0
451,22.40500000000001,107,1,1,0.8669623059866962,0.8669623059866962,1.0,1.0
452,21.810000000000002,67,1,1,0.8672566371681416,0.8672566371681416,1.0,1.0
453,22.795,36,1,1,0.8675496688741722,0.8675496688741722,1.0,1.0
454,22.915000000000003,36,1,1,0.8678414096916299,0.8678414096916299,1.0,1.0
455,22.315000000000012,87,1,1,0.8681318681318682,0.8681318681318682,1.0,1.0
456,22.730000000000004,55,1,1,0.868421052631579,0.868421052631579,1.0,1.0
457,21.915000000000003,89,1,1,0.8687089715536105,0.8687089715536105,1.0,1.0
458,22.645000000000003,18,1,1,0.868995633187773,0.868995633187773,1.0,1.0
459,22.09500000000001,79,1,1,0.869281045751634,0.869281045751634,1.0,1.0
460,22.46000000000001,87,1,1,0.8695652173913043,0.8695652173913043,1.0,1.0
461,22.000000000000007,118,1,1,0.8698481561822126,0.8698481561822126,1.0,1.0
462,21.73,73,1,1,0.8701298701298701,0.8701298701298701,1.0,1.0
463,22.425,29,1,1,0.8704103671706264,0.8704103671706264,1.0,1.0
464,0.30500000000000305,200,0,1,0.8685344827586207,0.8685344827586207,1.0,1.0
465,22.090000000000003,50,1,1,0.8688172043010752,0.8688172043010752,1.0,1.0
466,22.960000000000004,57,1,1,0.869098712446352,0.869098712446352,1.0,1.0
467,21.650000000000013,141,1,1,0.8693790149892934,0.8693790149892934,1.0,1.0
468,0.9550000000000114,200,0,1,0.8675213675213675,0.8675213675213675,1.0,1.0
469,22.915,31,1,1,0.8678038379530917,0.8678038379530917,1.0,1.0
470,22.130000000000006,66,1,1,0.8680851063829788,0.8680851063829788,1.0,1.0
471,21.735,84,1,1,0.8683651804670913,0.8683651804670913,1.0,1.0
472,21.765000000000008,112,1,1,0.8686440677966102,0.8686440677966102,1.0,1.0
473,0.08000000000000139,200,0,1,0.8668076109936576,0.8668076109936576,1.0,1.0
474,21.544999999999998,93,1,1,0.8670886075949367,0.8670886075949367,1.0,1.0
475,20.54500000000001,200,1,1,0.8673684210526316,0.8673684210526316,1.0,1.0
476,22.73,22,1,1,0.8676470588235294,0.8676470588235294,1.0,1.0
477,22.915000000000003,37,1,1,0.8679245283018868,0.8679245283018868,1.0,1.0
478,21.945000000000014,161,1,1,0.8682008368200836,0.8682008368200836,1.0,1.0
479,21.86000000000001,118,1,1,0.8684759916492694,0.8684759916492694,1.0,1.0
480,21.69000000000001,108,1,1,0.86875,0.86875,1.0,1.0
481,21.660000000000014,167,1,1,0.8690228690228691,0.8690228690228691,1.0,1.0
482,22.540000000000006,38,1,1,0.8692946058091287,0.8692946058091287,1.0,1.0
483,22.78,35,1,1,0.8695652173913043,0.8695652173913043,1.0,1.0
484,22.545,21,1,1,0.8698347107438017,0.8698347107438017,1.0,1.0
485,22.985000000000003,47,1,1,0.8701030927835052,0.8701030927835052,1.0,1.0
486,21.805000000000007,123,1,1,0.8703703703703703,0.8703703703703703,1.0,1.0
487,22.280000000000005,38,1,1,0.8706365503080082,0.8706365503080082,1.0,1.0
488,20.91,121,1,1,0.8709016393442623,0.8709016393442623,1.0,1.0
489,0.7400000000000087,200,0,1,0.869120654396728,0.869120654396728,1.0,1.0
490,22.335000000000008,61,1,1,0.8693877551020408,0.8693877551020408,1.0,1.0
491,22.01,53,1,1,0.869653767820774,0.869653767820774,1.0,1.0
492,21.634999999999998,91,1,1,0.8699186991869918,0.8699186991869918,1.0,1.0
493,22.73,18,1,1,0.8701825557809331,0.8701825557809331,1.0,1.0
494,0.3550000000000044,200,0,1,0.868421052631579,0.868421052631579,1.0,1.0
495,22.135,49,1,1,0.8686868686868687,0.8686868686868687,1.0,1.0
496,23.37,27,1,1,0.8689516129032258,0.8689516129032258,1.0,1.0
497,22.465000000000003,31,1,1,0.869215291750503,0.869215291750503,1.0,1.0
498,20.915000000000006,165,1,1,0.8694779116465864,0.8694779116465864,1.0,1.0
499,20.59,193,1,1,0.8697394789579158,0.8697394789579158,1.0,1.0
500,0.1499999999999988,200,0,1,0.868,0.868,1.0,1.0
